protein_id	protein_name	count
LGEMPL_21100	putative N-acetyltransferase YhbS	1
LGEMPL_21095	oxalurate catabolism protein HpxZ	1
LGEMPL_21090	AtzE family amidohydrolase	1
LGEMPL_21230	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	1
LGEMPL_21080	oxamate amidohydrolase	1
LGEMPL_21075	MurR/RpiR family transcriptional regulator HpxU	1
LGEMPL_21070	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	1
LGEMPL_21065	ABC-type amino acid transport system, permease component	1
LGEMPL_21060	ABC-type amino acid transport system, permease component	1
LGEMPL_21055	ABC-type polar amino acid transport system, ATPase component	1
LGEMPL_21050	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	1
LGEMPL_21045	allantoate amidohydrolase	1
LGEMPL_21040	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family	1
LGEMPL_21085	oxalurate catabolism protein HpxX	1
LGEMPL_21225	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	1
LGEMPL_21220	thiaminase II	1
LGEMPL_21215	DUF4056 domain-containing protein	1
LGEMPL_21210	putative dehydrogenase	1
LGEMPL_21205	Sugar phosphate isomerase/epimerase	1
LGEMPL_21200	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	1
LGEMPL_21195	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	1
LGEMPL_21190	guanine deaminase	1
LGEMPL_21185	Cytosine/uracil/thiamine/allantoin permease	1
LGEMPL_21130	putative RNA-binding protein YhfF, contains PUA-like ASCH domain	1
LGEMPL_21175	allantoin racemase	1
LGEMPL_21170	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	1
LGEMPL_21165	putative membrane transporter protein	1
LGEMPL_21160	AraC-type DNA-binding domain and AraC-containing proteins	1
LGEMPL_21155	Glycosyltransferase family 1	1
LGEMPL_21150	Alpha/beta hydrolase	1
LGEMPL_21145	GMP synthase, glutamine amidotransferase domain	1
LGEMPL_21140	AraC-type DNA-binding domain and AraC-containing proteins	1
LGEMPL_21135	N-acetyltransferase domain-containing protein	1
LGEMPL_21180	DNA-binding transcriptional regulator, GntR family	1
LGEMPL_21705	NadS family protein	1
LGEMPL_21700	Maltoporin (phage lambda and maltose receptor)	1
LGEMPL_21695	Na+/melibiose symporter or related transporter	1
LGEMPL_21690	Alpha-L-rhamnosidase six-hairpin glycosidase domain-containing protein	1
LGEMPL_21685	AraC-type DNA-binding domain and AraC-containing proteins	1
LGEMPL_21680	FMN reductase RutF, DIM6/NTAB family	1
LGEMPL_21675	ABC-type sugar transport system, ATPase component MalK	1
LGEMPL_21670	ABC-type Fe3+ transport system, periplasmic component	1
LGEMPL_21420	YdeI family stress tolerance OB fold protein	1
LGEMPL_21660	N-hydroxyarylamine O-acetyltransferase	1
LGEMPL_21655	respiratory nitrate reductase subunit gamma	1
LGEMPL_21650	nitrate reductase molybdenum cofactor assembly chaperone	1
LGEMPL_21645	nitrate reductase subunit beta	1
LGEMPL_21640	nitrate reductase subunit alpha	1
LGEMPL_21635	Nitrate/nitrite transporter NarK	1
LGEMPL_21630	TetR family transcriptional regulator	1
LGEMPL_21625	efflux MFS transporter KmrA	1
LGEMPL_21620	DNA-binding transcriptional regulator, IclR family	1
LGEMPL_21665	ABC-type Fe3+ transport system, permease component	1
LGEMPL_21805	NADPH-dependent curcumin reductase CurA	1
LGEMPL_21800	pyrimidine-specific ribonucleoside hydrolase RihA	1
LGEMPL_21795	DUF406 domain-containing protein	1
LGEMPL_21790	putative amidohydrolase YtcJ	1
LGEMPL_21785	TonB-dependent receptor PqqU	1
LGEMPL_21780	DNA-binding beta-propeller fold protein YncE	1
LGEMPL_21775	Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein	1
LGEMPL_21770	L-asparagine permease	1
LGEMPL_21765	LysR family transcriptional regulator	1
LGEMPL_21710	tautomerase PptA	1
LGEMPL_21755	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	1
LGEMPL_21750	Metal-dependent amidase/aminoacylase/carboxypeptidase	1
LGEMPL_21745	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	1
LGEMPL_21740	Solute-binding protein family 3/N-terminal domain-containing protein	1
LGEMPL_21735	putative acetyltransferase, GNAT family	1
LGEMPL_21730	ABC-type amino acid transport system, permease component	1
LGEMPL_21725	ABC-type polar amino acid transport system, ATPase component	1
LGEMPL_21720	Solute-binding protein family 3/N-terminal domain-containing protein	1
LGEMPL_21715	Glutathione S-transferase	1
LGEMPL_21760	Adenylate kinase or related kinase	1
LGEMPL_21510	Inorganic pyrophosphatase	1
LGEMPL_21505	DNA-binding transcriptional regulator, MarR family	1
LGEMPL_21500	ATPase components of ABC transporters with duplicated ATPase domains	1
LGEMPL_21495	Glycosyl transferase	1
LGEMPL_21490	NAD-dependent malic enzyme	1
LGEMPL_21485	stationary-phase-induced ribosome-associated protein	1
LGEMPL_21480	Vmh family MBL fold metallo-hydrolase	1
LGEMPL_21475	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_21615	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	1
LGEMPL_21465	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1
LGEMPL_21460	Transporter	1
LGEMPL_21455	Ferritin-like metal-binding protein YciE	1
LGEMPL_21450	PTS system cellobiose/salicin/arbutin-specific transporter subunit IIBC	1
LGEMPL_21445	Glycosidase/amylase (phosphorylase)	1
LGEMPL_21440	Dehydrogenase	1
LGEMPL_21435	hypothetical protein	1
LGEMPL_21430	DUF421 domain-containing protein	1
LGEMPL_21425	hypothetical protein	1
LGEMPL_21470	DUF2543 domain-containing protein	1
LGEMPL_21610	muconolactone Delta-isomerase	1
LGEMPL_21605	catechol 1,2-dioxygenase	1
LGEMPL_21600	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit	1
LGEMPL_21595	benzoate 1,2-dioxygenase small subunit	1
LGEMPL_21590	benzoate 1,2-dioxygenase electron transfer component BenC	1
LGEMPL_21585	benzoate diol dehydrogenase BenD	1
LGEMPL_21580	aromatic amino acid DMT transporter YddG	1
LGEMPL_21575	formate dehydrogenase-N subunit alpha	1
LGEMPL_21570	formate dehydrogenase subunit beta	1
LGEMPL_21515	alcohol dehydrogenase AdhP	1
LGEMPL_21560	polyphosphate kinase 2	1
LGEMPL_21555	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	1
LGEMPL_21550	MFS transporter AraJ	1
LGEMPL_21545	N-terminal domain of uncharacterized protein YciW (function unknown)	1
LGEMPL_21540	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	1
LGEMPL_21535	nickel import ATP-binding protein NikD	1
LGEMPL_21530	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	1
LGEMPL_21525	ABC transporter permease	1
LGEMPL_21520	ABC-type transport system, periplasmic component	1
LGEMPL_21565	formate dehydrogenase-N subunit gamma	1
LGEMPL_04365	peptide chain release factor 2	1
LGEMPL_04355	isopentenyl-diphosphate Delta-isomerase	1
LGEMPL_04345	Uncharacterized membrane protein YqgA, affects biofilm formation	1
LGEMPL_04340	Flavin prenyltransferase UbiX	1
LGEMPL_04335	3-polyprenyl-4-hydroxybenzoate decarboxylase	1
LGEMPL_04330	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_04325	amidase activator ActS	1
LGEMPL_04315	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_13085	envelope stress response activation lipoprotein NlpE	1
LGEMPL_04305	Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family	1
LGEMPL_04300	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	1
LGEMPL_04295	Putative NADPH-quinone reductase (modulator of drug activity B)	1
LGEMPL_04290	Superoxide dismutase	1
LGEMPL_04285	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_04280	Collagen triple helix repeat (20 copies)	1
LGEMPL_04275	Regulation of enolase protein 1 (function unknown), concanavalin A-like superfamily	1
LGEMPL_04270	YCII-related domain-containing protein	1
LGEMPL_04265	DNA-binding transcriptional regulator, ArsR family	1
LGEMPL_04310	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_04460	glycine cleavage system aminomethyltransferase GcvT	1
LGEMPL_04455	glycine cleavage system protein GcvH	1
LGEMPL_04450	aminomethyl-transferring glycine dehydrogenase	1
LGEMPL_04445	SDR family oxidoreductase	1
LGEMPL_04440	Thiol-disulfide isomerase or thioredoxin	1
LGEMPL_04435	Protein thiol-disulfide isomerase DsbC	1
LGEMPL_04430	Membrane protein, suppressor for copper-sensitivity ScsB	1
LGEMPL_04425	Suppressor for copper-sensitivity A	1
LGEMPL_04370	single-stranded-DNA-specific exonuclease RecJ	1
LGEMPL_04415	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	1
LGEMPL_04410	N(4)-acetylcytidine aminohydrolase	1
LGEMPL_04405	hemolysin III family protein	1
LGEMPL_04400	tRNA-modifying protein YgfZ	1
LGEMPL_04395	FAD assembly factor SdhE	1
LGEMPL_04390	Inner membrane protein	1
LGEMPL_04385	flavodoxin FldB	1
LGEMPL_04380	site-specific tyrosine recombinase XerD	1
LGEMPL_04375	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	1
LGEMPL_04420	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase	1
LGEMPL_04155	DNA-binding transcriptional regulator, MarR family	1
LGEMPL_04150	Permease of the drug/metabolite transporter (DMT) superfamily	1
LGEMPL_04145	Multiple stress resistance protein BhsA	1
LGEMPL_04140	type 3 fimbrial major pilin subunit MrkA	1
LGEMPL_04135	fimbrial chaperone protein mrkB precursor	1
LGEMPL_04130	fimbrial biogenesis outer membrane usher protein mrkC precursor	1
LGEMPL_04125	fimbrial adhesin protein precursor MrkD	1
LGEMPL_04120	type 3 fimbrial minor pilin subunit MrkF	1
LGEMPL_04260	Na+/H+ antiporter NhaD or related arsenite permease	1
LGEMPL_04110	LuxR family regulatory protein	1
LGEMPL_04105	transcriptional activator	1
LGEMPL_04100	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	1
LGEMPL_04095	Amino acid permease	1
LGEMPL_04090	multidrug/biocide efflux PACE transporter	1
LGEMPL_04085	HTH-type transcriptional regulator GltC	1
LGEMPL_04080	Acetyl-CoA acetyltransferase	1
LGEMPL_04075	KdgM family porin OmpK26	1
LGEMPL_04070	Periplasmic component TolB of the Tol biopolymer transport system	1
LGEMPL_04115	phosphodiesterase MrkJ	1
LGEMPL_04255	glutaredoxin-dependent arsenate reductase	1
LGEMPL_04250	Dipeptide/tripeptide permease	1
LGEMPL_04245	DUF1889 domain-containing protein	1
LGEMPL_04240	MdtP family multidrug efflux transporter outer membrane subunit	1
LGEMPL_04235	multidrug efflux transporter permease subunit MdtO	1
LGEMPL_04230	multidrug transporter subunit MdtN	1
LGEMPL_04225	Uncharacterized protein YtcA	1
LGEMPL_04220	Divergent 4Fe-4S mono-cluster domain-containing protein	1
LGEMPL_04215	putative acetyltransferase, GNAT superfamily	1
LGEMPL_04160	ABC-type nickel/cobalt efflux system, permease component RcnA	1
LGEMPL_04205	type 1 fimbrial adhesin precursor	1
LGEMPL_04200	type 1 fimbrial minor component	1
LGEMPL_04195	type 1 fimbrial minor component	1
LGEMPL_04190	outer membrane usher protein	1
LGEMPL_04185	periplasmic chaperone	1
LGEMPL_04180	type 1 pilus biosynthesis fimbrial protein	1
LGEMPL_04175	type 1 major fimbrial subunit precursor	1
LGEMPL_04170	type 1 fimbria switch DNA invertase FimE	1
LGEMPL_04165	type 1 fimbria switch DNA invertase FimB	1
LGEMPL_04210	transcriptional regulator	1
LGEMPL_04760	bifunctional glutathionylspermidine amidase/synthase	1
LGEMPL_04755	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	1
LGEMPL_04750	hypothetical protein	1
LGEMPL_04745	hypothetical protein	1
LGEMPL_04740	hypothetical protein	1
LGEMPL_04735	short chain dehydrogenase	1
LGEMPL_04730	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_04725	Cystathionine beta-lyase/cystathionine gamma-synthase	1
LGEMPL_04465	FAD-dependent 2-octaprenylphenol hydroxylase	1
LGEMPL_04715	DUF1778 domain-containing protein	1
LGEMPL_04710	putative N-acetyltransferase YhbS	1
LGEMPL_04705	ATP-binding protein	1
LGEMPL_04695	Uncharacterized membrane protein YqgA, affects biofilm formation	1
LGEMPL_04690	Arginine/lysine/ornithine decarboxylase	1
LGEMPL_04685	Nucleoside permease NupG	1
LGEMPL_04680	membrane-bound lytic murein transglycosylase MltC	1
LGEMPL_04675	oxidative damage protection protein	1
LGEMPL_04670	A/G-specific adenine glycosylase	1
LGEMPL_04720	putative transcriptional regulator, contains an XRE-type HTH domain (archaeal members contain CBS pair)	1
LGEMPL_04860	DNA gyrase inhibitor GyrI/SbmC	1
LGEMPL_04855	DNA topoisomerase IV subunit A	1
LGEMPL_04850	1-acylglycerol-3-phosphate O-acyltransferase	1
LGEMPL_04845	cell division protein FtsP	1
LGEMPL_04840	YgiQ family radical SAM protein	1
LGEMPL_04835	N-acetyltransferase domain-containing protein	1
LGEMPL_04830	2,5-didehydrogluconate reductase DkgA	1
LGEMPL_04825	alcohol dehydrogenase	1
LGEMPL_04820	AraC-type DNA-binding domain and AraC-containing proteins	1
LGEMPL_04765	Protein thiol-disulfide isomerase DsbC	1
LGEMPL_04810	cystathionine beta-lyase	1
LGEMPL_04805	tol-pal system-associated acyl-CoA thioesterase	1
LGEMPL_04800	TonB system transport protein ExbD	1
LGEMPL_04795	Na+/melibiose symporter or related transporter	1
LGEMPL_04790	Beta-xylosidase	1
LGEMPL_04785	UPF0114 protein KPK_0696	1
LGEMPL_04780	YghX family hydrolase	1
LGEMPL_04775	DUF2623 domain-containing protein	1
LGEMPL_04770	glutathione-dependent disulfide-bond oxidoreductase	1
LGEMPL_04815	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family	1
LGEMPL_04560	biosynthetic arginine decarboxylase	1
LGEMPL_04555	agmatinase	1
LGEMPL_04550	Zn-dependent protease with chaperone function	1
LGEMPL_04545	transketolase	1
LGEMPL_04540	erythrose-4-phosphate dehydrogenase	1
LGEMPL_04535	phosphoglycerate kinase	1
LGEMPL_04530	class II fructose-bisphosphate aldolase	1
LGEMPL_04525	Small-conductance mechanosensitive channel	1
LGEMPL_04665	tRNA (guanosine(46)-N7)-methyltransferase TrmB	1
LGEMPL_04515	oxidative stress defense protein	1
LGEMPL_04510	DNA-binding transcriptional regulator ArgP	1
LGEMPL_04505	ribose-5-phosphate isomerase RpiA	1
LGEMPL_04500	phosphoglycerate dehydrogenase	1
LGEMPL_04495	5-formyltetrahydrofolate cyclo-ligase	1
LGEMPL_04485	cell division protein ZapA	1
LGEMPL_04480	UPF0149 protein KPN78578_32810	1
LGEMPL_04475	Xaa-Pro aminopeptidase	1
LGEMPL_04470	2-octaprenyl-6-methoxyphenyl hydroxylase	1
LGEMPL_04520	arginine exporter ArgO	1
LGEMPL_04660	DUF469 domain-containing protein	1
LGEMPL_04655	DUF2884 domain-containing protein	1
LGEMPL_04650	ABC-type xylose transport system, permease component	1
LGEMPL_04645	ABC-type sugar transport system, ATPase component	1
LGEMPL_04640	ABC-type xylose transport system, periplasmic component	1
LGEMPL_04635	radical SAM family heme chaperone HemW	1
LGEMPL_04630	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	1
LGEMPL_04625	DUF167 domain-containing protein	1
LGEMPL_04620	Pyridoxal phosphate homeostasis protein	1
LGEMPL_04565	methionine adenosyltransferase	1
LGEMPL_04610	Type IV pilus assembly protein PilT, pilus retraction ATPase	1
LGEMPL_04605	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	1
LGEMPL_04600	YqgE/AlgH family protein	1
LGEMPL_04595	YqgE/AlgH family protein	1
LGEMPL_04590	glutathione synthase	1
LGEMPL_04585	16S rRNA (uracil(1498)-N(3))-methyltransferase	1
LGEMPL_04580	deoxyribonuclease I	1
LGEMPL_04575	SprT family zinc-dependent metalloprotease	1
LGEMPL_04570	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_04615	Pyridoxal 5'-phosphate homeostasis protein YggS, UPF0001 family	1
LGEMPL_03540	lactaldehyde reductase	1
LGEMPL_03535	flap endonuclease Xni	1
LGEMPL_03530	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	1
LGEMPL_03525	FMNH2-dependent alkanesulfonate monooxygenase	1
LGEMPL_03520	Uncharacterized NAD(P)/FAD-binding protein YdhS	1
LGEMPL_03515	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	1
LGEMPL_03510	Methionine ABC transporter ATP-binding protein	1
LGEMPL_03505	ABC transporter permease	1
LGEMPL_04065	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	1
LGEMPL_03495	MFS family permease, includes anhydromuropeptide permease AmpG	1
LGEMPL_03490	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	1
LGEMPL_03485	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	1
LGEMPL_03480	L-serine ammonia-lyase	1
LGEMPL_03475	Serine transporter SdaC	1
LGEMPL_03470	nucleotide 5'-monophosphate nucleosidase PpnN	1
LGEMPL_03465	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	1
LGEMPL_03460	SecY-interacting protein	1
LGEMPL_03450	Amelogenin	1
LGEMPL_03500	ABC-type metal ion transport system, periplasmic component/surface antigen	1
LGEMPL_03655	energy-coupling factor ABC transporter transmembrane protein	1
LGEMPL_03650	energy-coupling factor ABC transporter ATP-binding protein	1
LGEMPL_03645	cobyric acid synthase	1
LGEMPL_03640	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	1
LGEMPL_03635	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	1
LGEMPL_03615	murein transglycosylase A	1
LGEMPL_03610	tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	1
LGEMPL_03605	cysteine desulfurase sulfur acceptor subunit CsdE	1
LGEMPL_03545	L-fuculose-phosphate aldolase	1
LGEMPL_03595	Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein	1
LGEMPL_03585	Glycine cleavage system transcriptional activator	1
LGEMPL_03580	DUF423 domain-containing protein	1
LGEMPL_03575	23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	1
LGEMPL_03570	L-fucose operon activator	1
LGEMPL_03565	L-fucose mutarotase	1
LGEMPL_03560	L-fuculokinase	1
LGEMPL_03555	L-fucose isomerase	1
LGEMPL_03550	L-fucose:H+ symporter permease	1
LGEMPL_03600	cysteine desulfurase CsdA	1
LGEMPL_03340	sulfate adenylyltransferase subunit CysN	1
LGEMPL_03335	Adenylyl-sulfate kinase	1
LGEMPL_03330	DUF3561 domain-containing protein	1
LGEMPL_03325	cell division protein FtsB	1
LGEMPL_03320	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1
LGEMPL_03315	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	1
LGEMPL_03310	tRNA pseudouridine(13) synthase TruD	1
LGEMPL_03305	5'/3'-nucleotidase SurE	1
LGEMPL_03445	tRNA pseudouridine(65) synthase TruC	1
LGEMPL_03295	murein hydrolase activator NlpD	1
LGEMPL_03290	RNA polymerase sigma factor RpoS	1
LGEMPL_03285	DUF4440 domain-containing protein	1
LGEMPL_03280	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_03275	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_03270	DNA-binding transcriptional regulator, MarR family	1
LGEMPL_03265	non-oxidative hydroxyarylic acid decarboxylases subunit B	1
LGEMPL_03260	non-oxidative hydroxyarylic acid decarboxylases subunit C	1
LGEMPL_03255	non-oxidative hydroxyarylic acid decarboxylases subunit D	1
LGEMPL_03300	protein-L-isoaspartate(D-aspartate) O-methyltransferase	1
LGEMPL_03440	flavodoxin	1
LGEMPL_03435	putative galactarate/D-glucarate transporter GudP	1
LGEMPL_03430	Glucarate dehydratase-related protein	1
LGEMPL_03425	glucarate dehydratase	1
LGEMPL_03420	Glycerate kinase	1
LGEMPL_03415	two-component sensor histidine kinase BarA	1
LGEMPL_03410	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	1
LGEMPL_03405	GTP diphosphokinase	1
LGEMPL_03400	nucleoside triphosphate pyrophosphohydrolase	1
LGEMPL_03345	sulfate adenylyltransferase subunit CysD	1
LGEMPL_03390	phosphopyruvate hydratase	1
LGEMPL_03385	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs	1
LGEMPL_03380	7-carboxy-7-deazaguanine synthase QueE	1
LGEMPL_03375	6-carboxytetrahydropterin synthase QueD	1
LGEMPL_03370	NADPH-dependent assimilatory sulfite reductase flavoprotein subunit	1
LGEMPL_03365	assimilatory sulfite reductase (NADPH) hemoprotein subunit	1
LGEMPL_03360	phosphoadenosine phosphosulfate reductase	1
LGEMPL_03355	aminopeptidase	1
LGEMPL_03350	siroheme synthase CysG	1
LGEMPL_03395	CTP synthase (glutamine hydrolyzing)	1
LGEMPL_03950	lysophospholipid transporter LplT	1
LGEMPL_03945	NADP(H)-dependent aldo-keto reductase	1
LGEMPL_03940	Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein	1
LGEMPL_03935	UPF0053 inner membrane protein YgdQ	1
LGEMPL_03930	DNA mismatch repair endonuclease MutH	1
LGEMPL_03925	RNA pyrophosphohydrolase	1
LGEMPL_03920	phosphoenolpyruvate--protein phosphotransferase	1
LGEMPL_03915	prolipoprotein diacylglyceryl transferase	1
LGEMPL_03660	energy-coupling factor ABC transporter substrate-binding protein	1
LGEMPL_03905	prepilin peptidase-dependent protein	1
LGEMPL_03900	prepilin peptidase-dependent protein	1
LGEMPL_03895	DUF2509 domain-containing protein	1
LGEMPL_03890	prepilin-type N-terminal cleavage/methylation domain-containing protein	1
LGEMPL_03885	exodeoxyribonuclease V subunit gamma	1
LGEMPL_03880	pitrilysin	1
LGEMPL_03875	exodeoxyribonuclease V subunit beta	1
LGEMPL_03870	exodeoxyribonuclease V subunit alpha	1
LGEMPL_03865	hypothetical protein	1
LGEMPL_03910	thymidylate synthase	1
LGEMPL_04060	Arabinose-proton symporter	1
LGEMPL_04055	DNA-binding transcriptional regulator, LacI/PurR family	1
LGEMPL_04050	Lactose permease	1
LGEMPL_04045	Sucrose-6-phosphate hydrolase SacC, GH32 family	1
LGEMPL_04040	LamB-type porin N-terminal domain-containing protein	1
LGEMPL_04035	ABC-type glycerol-3-phosphate transport system, periplasmic component	1
LGEMPL_04030	ABC-type sugar transport system, ATPase component MalK	1
LGEMPL_04025	Sugar ABC transporter	1
LGEMPL_04020	ABC-type sugar transport system, permease component	1
LGEMPL_03955	bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase	1
LGEMPL_04010	aspartate/glutamate racemase	1
LGEMPL_04005	LysR family transcriptional regulator	1
LGEMPL_04000	diaminopimelate decarboxylase	1
LGEMPL_03995	DNA-binding transcriptional regulator, LacI/PurR family	1
LGEMPL_03990	Phosphotransferase system cellobiose-specific component IIC	1
LGEMPL_03985	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase	1
LGEMPL_03980	DNA-binding transcriptional regulator, FadR family	1
LGEMPL_03975	putative N-acetyltransferase YhbS	1
LGEMPL_03970	HTH-type transcriptional regulator GalR	1
LGEMPL_04015	Cupin domain protein related to quercetin dioxygenase	1
LGEMPL_03755	propanediol dehydratase large subunit PduC	1
LGEMPL_03750	propanediol utilization microcompartment protein PduB	1
LGEMPL_03745	propanediol utilization microcompartment protein PduA	1
LGEMPL_03740	propanediol diffusion facilitator PduF	1
LGEMPL_03730	regulatory protein PocR	1
LGEMPL_03725	cobyrinate a,c-diamide synthase	1
LGEMPL_03720	adenosylcobinamide-phosphate synthase CbiB	1
LGEMPL_03715	cobalt-precorrin-8 methylmutase	1
LGEMPL_03860	amino-acid N-acetyltransferase	1
LGEMPL_03705	cobalt-precorrin-7 (C(5))-methyltransferase	1
LGEMPL_03700	decarboxylating cobalt-precorrin-6B (C(15))-methyltransferase	1
LGEMPL_03695	cobalt-precorrin-4 methyltransferase	1
LGEMPL_03690	cobalt-precorrin 5A hydrolase	1
LGEMPL_03685	precorrin-3B C(17)-methyltransferase	1
LGEMPL_03680	cobalt-precorrin-6A reductase	1
LGEMPL_03675	sirohydrochlorin cobaltochelatase	1
LGEMPL_03670	cobalt-factor II C(20)-methyltransferase	1
LGEMPL_03665	cobalt ECF transporter S component CbiM	1
LGEMPL_03710	cobalt-precorrin-5B (C(1))-methyltransferase CbiD	1
LGEMPL_03855	N-acetylmuramoyl-L-alanine amidase AmiC	1
LGEMPL_03850	threonine-phosphate decarboxylase CobD	1
LGEMPL_03845	PduX protein involved in propanediol utilization and related proteins	1
LGEMPL_03840	acetate/propionate family kinase	1
LGEMPL_03835	propanediol utilization protein PduV	1
LGEMPL_03830	propanediol utilization microcompartment protein PduU	1
LGEMPL_03825	propanediol utilization microcompartment protein PduT	1
LGEMPL_03820	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfC subunit	1
LGEMPL_03815	1-propanol dehydrogenase PduQ	1
LGEMPL_03760	propanediol dehydratase medium subunit PduD	1
LGEMPL_03805	two-domain cob(I)yrinic acid a,c-diamide adenosyltransferase PduO	1
LGEMPL_03800	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM	1
LGEMPL_03795	microcompartment protein PduM	1
LGEMPL_03790	Phosphate propanoyltransferase	1
LGEMPL_03785	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN	1
LGEMPL_03780	propanediol utilization microcompartment protein PduJ	1
LGEMPL_03775	Propanediol dehydratase	1
LGEMPL_03770	diol dehydratase reactivase subunit alpha	1
LGEMPL_03765	propanediol dehydratase small subunit PduE	1
LGEMPL_03810	CoA-acylating propionaldehyde dehydrogenase PduP	1
LGEMPL_05965	transcriptional regulator ArgR	1
LGEMPL_05960	malate dehydrogenase	1
LGEMPL_05955	outer membrane-stress sensor serine endopeptidase DegS	1
LGEMPL_05950	serine endoprotease DegQ	1
LGEMPL_05945	Z-ring associated protein ZapG	1
LGEMPL_05940	cell division protein ZapE	1
LGEMPL_05935	50S ribosomal protein L13	1
LGEMPL_05930	30S ribosomal protein S9	1
LGEMPL_04865	putative periplasmic protein YdeI with OB-fold, BOF family	1
LGEMPL_05920	ClpXP protease specificity-enhancing factor	1
LGEMPL_05915	Putative N-acetylmannosamine-6-phosphate 2-epimerase	1
LGEMPL_05910	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	1
LGEMPL_05905	glutamate synthase large subunit	1
LGEMPL_05900	TIGR01212 family radical SAM protein	1
LGEMPL_05895	Sugar phosphate permease	1
LGEMPL_05890	Zn-dependent oxidoreductase	1
LGEMPL_05885	mannonate dehydratase	1
LGEMPL_05880	aerobic respiration two-component sensor histidine kinase ArcB	1
LGEMPL_05925	stringent starvation protein SspA	1
LGEMPL_06060	acetyl-CoA carboxylase biotin carboxyl carrier protein	1
LGEMPL_06055	type II 3-dehydroquinate dehydratase	1
LGEMPL_06050	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	1
LGEMPL_06045	protein-methionine-sulfoxide reductase catalytic subunit MsrP	1
