# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2113051	2113254	-	LNNEOK_10515	aaeX	p-hydroxybenzoic acid efflux pump operon protein AaeX	GO:0005886, RefSeq:WP_000051841.1, SO:0001217, UniParc:UPI00005EE28B, UniRef:UniRef100_B7UJX4, UniRef:UniRef50_Q8X9E0, UniRef:UniRef90_Q8X9E0
contig_1	cds	2113437	2114366	+	LNNEOK_10520	aaeR	HTH-type transcriptional activator AaeR	COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0006351, GO:0006352, GO:0006355, GO:0045893, RefSeq:WP_000440317.1, SO:0001217, UniParc:UPI000013B1E5, UniRef:UniRef100_P67664, UniRef:UniRef50_P67664, UniRef:UniRef90_P67664
contig_1	cds	2114494	2115939	-	LNNEOK_10525	tldD	metalloprotease TldD	COG:COG0312, COG:R, EC:3.4.-.-, EC:3.4.24.-, GO:0006508, GO:0008237, RefSeq:WP_000055909.1, SO:0001217, UniParc:UPI0000137030, UniRef:UniRef100_P0AGG9, UniRef:UniRef50_P45297, UniRef:UniRef90_P0AGG9
contig_1	cds	2116095	2119895	-	LNNEOK_10530	yhdP	AsmA2 domain-containing protein YhdP	COG:COG3164, COG:S, GO:0005886, RefSeq:WP_001539851.1, SO:0001217, UniParc:UPI0002A420AC, UniRef:UniRef100_A0A7B5FUU0, UniRef:UniRef50_P46474, UniRef:UniRef90_P46474
contig_1	cds	2119963	2121432	-	LNNEOK_10535	rng	ribonuclease G	COG:COG1530, COG:J, EC:3.1.26.-, GO:0000049, GO:0003723, GO:0004519, GO:0004540, GO:0005737, GO:0006364, GO:0006396, GO:0008033, GO:0019843, GO:0046872, RefSeq:WP_000123197.1, SO:0001217, UniParc:UPI00001654FF, UniRef:UniRef100_P0A9J2, UniRef:UniRef50_P0A9J2, UniRef:UniRef90_P0A9J2
contig_1	cds	2121422	2122015	-	LNNEOK_10540	yhdE	nucleoside triphosphate pyrophosphatase YhdE	BlastRules:WP_000203105, COG:COG0424, COG:Q, EC:3.6.1.9, GO:0005737, GO:0009117, GO:0036218, GO:0036221, RefSeq:WP_001539853.1, SO:0001217, UniParc:UPI0002A1BA63, UniRef:UniRef100_A0A377JZ57, UniRef:UniRef50_P25536, UniRef:UniRef90_P25536
contig_1	cds	2122024	2122512	-	LNNEOK_10545	mreD	rod shape-determining protein MreD	COG:COG2891, COG:M, GO:0005886, GO:0008360, GO:0009252, RefSeq:WP_000179409.1, SO:0001217, UniParc:UPI000012F562, UniRef:UniRef100_P0ABH6, UniRef:UniRef50_P0ABH6, UniRef:UniRef90_P0ABH6
contig_1	cds	2122515	2123615	-	LNNEOK_10550	mreC	rod shape-determining protein MreC	COG:COG1792, COG:DZ, GO:0005886, GO:0008360, GO:0009252, GO:0043621, GO:0071963, RefSeq:WP_001774051.1, SO:0001217, UniParc:UPI0002A23623, UniRef:UniRef100_UPI0002A23623, UniRef:UniRef50_P16926, UniRef:UniRef90_P16926
contig_1	cds	2123681	2124724	-	LNNEOK_10555	mreB	rod shape-determining protein MreB	BlastRules:WP_000466737, BlastRules:WP_000913396, BlastRules:WP_003094393, BlastRules:WP_003229650, COG:COG1077, COG:DZ, GO:0000902, GO:0005524, GO:0005737, GO:0008360, RefSeq:WP_000913396.1, SO:0001217, UniParc:UPI000005A541, UniRef:UniRef100_P0A9X5, UniRef:UniRef50_P44474, UniRef:UniRef90_P0A9X5
contig_1	cds	2125029	2126969	-	LNNEOK_10560	csrD	RNase E specificity factor CsrD	COG:COG2200, COG:T, GO:0005886, GO:0032991, GO:0034661, GO:0042802, GO:0051252, KEGG:K18765, RefSeq:WP_001539859.1, SO:0001217, UniParc:UPI0002A3D7E4, UniRef:UniRef100_S1NYZ4, UniRef:UniRef50_P13518, UniRef:UniRef90_P13518
contig_1	cds	2127121	2128095	+	LNNEOK_10565	acuI	putative acrylyl-CoA reductase AcuI	COG:COG0604, COG:CR, EC:1.3.1.84, GO:0005737, GO:0042803, GO:0043957, RefSeq:WP_001148472.1, SO:0001217, UniParc:UPI00016A13A2, UniRef:UniRef100_A0A237F7X8, UniRef:UniRef50_P26646, UniRef:UniRef90_P26646
contig_1	cds	2129073	2129543	+	LNNEOK_10570	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein	COG:COG0511, COG:I, EC:6.4.1.2, GO:0003989, GO:0006633, GO:0009317, RefSeq:WP_000354622.1, SO:0001217, UniParc:UPI00000480B6, UniRef:UniRef100_P0ABE0, UniRef:UniRef50_P43874, UniRef:UniRef90_P0ABE0
contig_1	cds	2129554	2130903	+	LNNEOK_10575	accC	acetyl-CoA carboxylase biotin carboxylase subunit	COG:COG0439, COG:I, EC:6.3.4.14, GO:0003989, GO:0004075, GO:0005524, GO:0005737, GO:0005829, GO:0006633, GO:0009317, GO:0042803, GO:0045717, GO:0046872, GO:2001295, RefSeq:WP_000884639.1, SO:0001217, UniParc:UPI000011098F, UniRef:UniRef100_P24182, UniRef:UniRef50_P24182, UniRef:UniRef90_P24182
contig_1	cds	2130995	2132041	-	LNNEOK_10580		DUF4432 domain-containing protein	RefSeq:WP_001539861.1, SO:0001217, UniParc:UPI0002A37E84, UniRef:UniRef100_A0A377JZD8, UniRef:UniRef50_A0A0H3EMD1, UniRef:UniRef90_A0A0H3EMD1
contig_1	cds	2132038	2133000	-	LNNEOK_10585		Ribokinase sugar kinase	RefSeq:WP_001539863.1, SO:0001217, UniParc:UPI0002A2CF32, UniRef:UniRef100_A0A3P4G815, UniRef:UniRef50_E2QET2, UniRef:UniRef90_E2QET2
contig_1	cds	2133022	2134011	-	LNNEOK_10590		ABC transporter permease	RefSeq:WP_000137052.1, SO:0001217, UniParc:UPI000004394B, UniRef:UniRef100_A0A234QNU0, UniRef:UniRef50_A0A0E8XHR1, UniRef:UniRef90_A0A0H0N547
contig_1	cds	2134012	2135511	-	LNNEOK_10595	xylG	ATP-binding cassette domain-containing protein	RefSeq:WP_001774052.1, SO:0001217, UniParc:UPI0002A38FBA, UniRef:UniRef100_UPI0002A38FBA, UniRef:UniRef50_E2QET4, UniRef:UniRef90_E2QET4
contig_1	cds	2135572	2136462	-	LNNEOK_10600		D-ribose-binding periplasmic protein	RefSeq:WP_001298583.1, SO:0001217, UniParc:UPI000004394D, UniRef:UniRef100_A0A0G9FST0, UniRef:UniRef50_U4K675, UniRef:UniRef90_A0A0F3VBA2
contig_1	cds	2136498	2137352	-	LNNEOK_10605	gatY	tagatose bisphosphate family class II aldolase	RefSeq:WP_000275540.1, SO:0001217, UniParc:UPI00000DF110, UniRef:UniRef100_A0A0J8XJR6, UniRef:UniRef50_P0C8J7, UniRef:UniRef90_A0A0F3VBR0
contig_1	cds	2137709	2138524	+	LNNEOK_10610	deoR	DeoR faimly transcriptional regulator	RefSeq:WP_001774053.1, SO:0001217, UniParc:UPI0002A3F042, UniRef:UniRef100_UPI0002A3F042, UniRef:UniRef50_A0A0D8W4M9, UniRef:UniRef90_A0A0D8W4M9
contig_1	cds	2138535	2139491	+	LNNEOK_10615	pfkB	Putative pfkB family carbohydrate kinase	SO:0001217, UniParc:UPI0001E32395, UniRef:UniRef100_S1P8K8, UniRef:UniRef50_A0A0E8XHQ4, UniRef:UniRef90_A0A0G3JT20
contig_1	cds	2139584	2139826	+	LNNEOK_10620	yhdT	Uncharacterized membrane protein YhdT	COG:COG3924, COG:S, GO:0005886, RefSeq:WP_000381175.1, SO:0001217, UniParc:UPI00005EFC07, UniRef:UniRef100_A0A1A9MLK8, UniRef:UniRef50_P45566, UniRef:UniRef90_P45566
contig_1	cds	2139816	2141267	+	LNNEOK_10625	panF	sodium/pantothenate symporter	COG:COG4145, COG:H, GO:0015498, GO:0015887, GO:0015937, KEGG:K14392, RefSeq:WP_001774054.1, SO:0001217, UniParc:UPI0002A2DFCB, UniRef:UniRef100_UPI0002A2DFCB, UniRef:UniRef50_P16256, UniRef:UniRef90_A9MNA3
contig_1	cds	2141279	2142160	+	LNNEOK_10630	prmA	50S ribosomal protein L11 methyltransferase	COG:COG2264, COG:J, EC:2.1.1.-, GO:0005737, GO:0008757, GO:0032259, GO:0036211, GO:0042054, RefSeq:WP_001145827.1, SO:0001217, UniParc:UPI000013225C, UniRef:UniRef100_A7ZSF3, UniRef:UniRef50_Q88DK7, UniRef:UniRef90_A8AQF7
contig_1	cds	2142582	2143454	+	LNNEOK_10635	dusB	tRNA dihydrouridine synthase DusB	COG:COG0042, COG:J, EC:1.3.1.-, GO:0000049, GO:0003824, GO:0008033, GO:0010181, GO:0016491, GO:0017150, GO:0050660, SO:0001217, UniParc:UPI0001F91251, UniRef:UniRef100_P0ABT7, UniRef:UniRef50_Q8ZAX7, UniRef:UniRef90_P0A2R7
contig_1	cds	2143480	2143776	+	LNNEOK_10640	fis	DNA-binding transcriptional regulator Fis	COG:COG2901, COG:K, GO:0003700, GO:0043565, RefSeq:WP_000462905.1, SO:0001217, UniParc:UPI0000006216, UniRef:UniRef100_A8AQG0, UniRef:UniRef50_P57902, UniRef:UniRef90_A1JRL7
contig_1	cds	2143862	2144746	+	LNNEOK_10645	yhdJ	adenine-specific DNA-methyltransferase	COG:COG0863, COG:L, EC:2.1.1.72, GO:0003677, GO:0005737, GO:0006306, GO:0008170, GO:0009007, RefSeq:WP_001539870.1, SO:0001217, UniParc:UPI0002A301FC, UniRef:UniRef100_A0A6C7HHR6, UniRef:UniRef50_P28638, UniRef:UniRef90_P28638
contig_1	cds	2144830	2145009	+	LNNEOK_10650	yhdU	Inner membrane protein YhdU	GO:0005886, RefSeq:WP_001295275.1, SO:0001217, UniParc:UPI000013B1FD, UniRef:UniRef100_P64621, UniRef:UniRef50_P64621, UniRef:UniRef90_P64621
contig_1	cds	2145012	2145674	-	LNNEOK_10655	acrS	multidrug efflux transporter transcriptional repressor AcrS	BlastRules:WP_001129518, COG:COG1309, COG:K, GO:0003677, GO:0003700, GO:0009410, GO:0045892, KEGG:K18140, RefSeq:WP_001129506.1, SO:0001217, UniParc:UPI0000D50CCF, UniRef:UniRef100_A0A061LCK4, UniRef:UniRef50_P0ACT3, UniRef:UniRef90_P0ACT3
contig_1	cds	2146073	2147230	+	LNNEOK_10660	acrE	multidrug efflux RND transporter periplasmic adaptor subunit AcrE	BlastRules:WP_000160334, COG:COG0845, COG:MV, GO:0009410, GO:0022857, GO:0046677, GO:0098567, GO:0140330, GO:1990281, RefSeq:WP_001539871.1, SO:0001217, UniParc:UPI0002A2F77B, UniRef:UniRef100_A0A8B5HIY6, UniRef:UniRef50_P24180, UniRef:UniRef90_P24180
contig_1	cds	2147242	2150346	+	LNNEOK_10665	acrF	multidrug efflux RND transporter permease subunit AcrF	BlastRules:WP_001273238, GO:0005886, GO:0015562, GO:0042910, GO:0098567, GO:0140330, GO:1990281, NCBIProtein:AAC76298.1, RefSeq:WP_001539872.1, SO:0001217, UniParc:UPI0002A3AF3C, UniRef:UniRef100_A0A6C7HFW4, UniRef:UniRef50_P31224, UniRef:UniRef90_P24181
contig_1	cds	2150368	2150493	-	LNNEOK_10670		hypothetical protein	SO:0001217, UniParc:UPI00019F4B61, UniRef:UniRef100_A0A0D8W456, UniRef:UniRef50_A0A0D8W456, UniRef:UniRef90_A0A0D8W456
contig_1	cds	2150599	2150820	+	LNNEOK_10675	yhdV	Uncharacterized protein YhdV	GO:0005886, RefSeq:WP_000825647.1, SO:0001217, UniParc:UPI00000DF11A, UniRef:UniRef100_A0A0D8W1D8, UniRef:UniRef50_P64623, UniRef:UniRef90_P64623
contig_1	cds	2151251	2152276	+	LNNEOK_10680	yhdW	Putative amino-acid ABC transporter-binding protein YhdW	COG:COG0834, COG:ET, GO:0006865, GO:0015833, GO:0016020, GO:0030288, GO:0055052, RefSeq:WP_000738579.1, SO:0001217, UniParc:UPI000013B1FF, UniRef:UniRef100_P58068, UniRef:UniRef50_P45766, UniRef:UniRef90_P45766
contig_1	cds	2152344	2153525	+	LNNEOK_10685	yhdX	Putative amino-acid ABC transporter permease protein YhdX	COG:COG4597, COG:E, GO:0005886, GO:0006865, GO:0015833, GO:0016020, GO:0022857, GO:0055052, RefSeq:WP_001539874.1, SO:0001217, UniParc:UPI0002A1D27D, UniRef:UniRef100_A0A330B0F9, UniRef:UniRef50_P45767, UniRef:UniRef90_P45767
contig_1	cds	2153535	2154638	+	LNNEOK_10690	yhdY	Inner membrane amino-acid ABC transporter permease protein YhdY	COG:COG0765, COG:E, GO:0005886, GO:0006865, GO:0015833, GO:0016020, GO:0022857, GO:0055052, RefSeq:WP_001539875.1, SO:0001217, UniParc:UPI0002A2F952, UniRef:UniRef100_A0A8B5HKD1, UniRef:UniRef50_P45768, UniRef:UniRef90_P45768
contig_1	cds	2154646	2155404	+	LNNEOK_10695	yhdZ	Uncharacterized amino-acid ABC transporter ATP-binding protein YhdZ	COG:COG1126, COG:E, GO:0005524, GO:0015424, GO:0015833, GO:0016020, GO:0016887, GO:0043190, GO:0055052, RefSeq:WP_000078342.1, SO:0001217, UniParc:UPI000191E42E, UniRef:UniRef100_A0A330C638, UniRef:UniRef50_P45769, UniRef:UniRef90_P45769
contig_1	rRNA	2155467	2155582	-	LNNEOK_10700	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	tRNA	2155622	2155697	-	LNNEOK_10705	trnT	tRNA-Thr(ggt)	SO:0000270
contig_1	rRNA	2155712	2155827	-	LNNEOK_10710	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	rRNA	2155923	2158827	-	LNNEOK_10715	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	ncRNA	2158835	2158943	-	LNNEOK_10720	StyR-44	Salmonella enterica Typhi npcRNA 44	RFAM:RF01830, SO:0000655
contig_1	tRNA	2159011	2159086	-	LNNEOK_10725	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	tRNA	2159129	2159205	-	LNNEOK_10730	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	rRNA	2159274	2160815	-	LNNEOK_10735	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	cds	2161288	2161842	+	LNNEOK_10740	yrdA	Protein YrdA	EC:4.2.1.-, GO:0005829, GO:0008270, GO:0032991, GO:0042802, KEGG:K01726, RefSeq:WP_001286216.1, SO:0001217, UniParc:UPI000013BFBE, UniRef:UniRef100_P0A9W9, UniRef:UniRef50_P0A9W9, UniRef:UniRef90_P0A9W9
contig_1	cds	2161818	2162075	-	LNNEOK_10745	yrdB	Uncharacterized protein YrdB	RefSeq:WP_001070567.1, SO:0001217, UniParc:UPI0000D50CD8, UniRef:UniRef100_A0A0B0VFB0, UniRef:UniRef50_P45795, UniRef:UniRef90_P45795
contig_1	cds	2162072	2162890	-	LNNEOK_10750	aroE	shikimate dehydrogenase	COG:COG0169, COG:E, EC:1.1.1.25, GO:0004764, GO:0008652, GO:0009073, GO:0009423, GO:0019632, GO:0050661, RefSeq:WP_000451230.1, SO:0001217, UniParc:UPI0000D50CD9, UniRef:UniRef100_B7MC45, UniRef:UniRef50_Q6D006, UniRef:UniRef90_Q8X8F9
contig_1	cds	2162895	2163467	-	LNNEOK_10755	tsaC	L-threonylcarbamoyladenylate synthase type 1 TsaC	COG:COG0009, COG:J, EC:2.7.7.87, GO:0002949, GO:0003725, GO:0005524, GO:0005737, GO:0061710, RefSeq:WP_001297709.1, SO:0001217, UniParc:UPI00005AAACC, UniRef:UniRef100_A7ZSH1, UniRef:UniRef50_Q8ZLN0, UniRef:UniRef90_A7ZSH1
contig_1	cds	2163472	2164014	-	LNNEOK_10760	yrdD	Uncharacterized protein YrdD	COG:COG0551, COG:L, GO:0003697, GO:0003917, GO:0005506, GO:0005694, GO:0006265, GO:0008270, RefSeq:WP_001312137.1, SO:0001217, UniParc:UPI00000DF122, UniRef:UniRef100_A0A8E0IXJ4, UniRef:UniRef50_P45771, UniRef:UniRef90_P45771
contig_1	cds	2164043	2164516	-	LNNEOK_10765	smg	DUF494 domain-containing protein	COG:COG2922, COG:S, RefSeq:WP_000460672.1, SO:0001217, UniParc:UPI0000135AA6, UniRef:UniRef100_A7ZSH3, UniRef:UniRef50_Q8EKQ5, UniRef:UniRef90_Q8FD15
contig_1	cds	2164488	2165612	-	LNNEOK_10770	dprA	DNA-protecting protein DprA	COG:COG0758, COG:L, GO:0009294, RefSeq:WP_000228508.1, SO:0001217, UniParc:UPI00000DF124, UniRef:UniRef100_A0A0D8VMA7, UniRef:UniRef50_P30852, UniRef:UniRef90_P30852
contig_1	cds	2165742	2166251	+	LNNEOK_10775	def	peptide deformylase	COG:COG0242, COG:J, EC:3.5.1.88, GO:0006412, GO:0036211, GO:0042586, GO:0046872, RefSeq:WP_000114984.1, SO:0001217, UniParc:UPI000014A58D, UniRef:UniRef100_B7UK10, UniRef:UniRef50_Q9KVU3, UniRef:UniRef90_Q8Z1W9
contig_1	cds	2166266	2167213	+	LNNEOK_10780	fmt	methionyl-tRNA formyltransferase	COG:COG0223, COG:J, EC:2.1.2.9, GO:0004479, GO:0005737, GO:0006431, RefSeq:WP_000004421.1, SO:0001217, UniParc:UPI0000D50CDB, UniRef:UniRef100_B7MCQ3, UniRef:UniRef50_Q8X8F1, UniRef:UniRef90_Q8X8F1
contig_1	cds	2167265	2168554	+	LNNEOK_10785	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	EC:2.1.1.176, GO:0001510, GO:0003723, GO:0005737, GO:0006355, GO:0006364, GO:0008649, GO:0016434, RefSeq:WP_000744766.1, SO:0001217, UniParc:UPI0000D50CDC, UniRef:UniRef100_B7MCQ4, UniRef:UniRef50_Q8ZLM5, UniRef:UniRef90_Q0T014
contig_1	cds	2168576	2169952	+	LNNEOK_10790	trkA	Trk system potassium transporter TrkA	COG:COG0569, COG:PT, GO:0005886, GO:0006813, GO:0015079, GO:0016020, RefSeq:WP_001539892.1, SO:0001217, UniParc:UPI0002A24AB2, UniRef:UniRef100_A0A377JZ21, UniRef:UniRef50_P39448, UniRef:UniRef90_P0A2K0
contig_1	cds	2170082	2170495	+	LNNEOK_10795	mscL	large-conductance mechanosensitive channel protein MscL	COG:COG1970, COG:M, GO:0005886, GO:0008381, KEGG:K03282, RefSeq:WP_000022450.1, SO:0001217, UniParc:UPI00000DF127, UniRef:UniRef100_B7MCQ6, UniRef:UniRef50_Q2NQQ0, UniRef:UniRef90_A4WF99
contig_1	cds	2170492	2170710	-	LNNEOK_10800	arfA	alternative ribosome-rescue factor ArfA	BlastRules:WP_000092696, COG:COG3036, COG:J, GO:0000049, GO:0006417, GO:0019843, GO:0043023, GO:0072344, RefSeq:WP_000092695.1, SO:0001217, UniParc:UPI00000DF128, UniRef:UniRef100_E2QFE8, UniRef:UniRef50_P36675, UniRef:UniRef90_P36675
contig_1	cds	2170766	2171191	-	LNNEOK_10805	zntR	Zn(2+)-responsive transcriptional regulator	COG:COG0789, COG:K, GO:0003677, GO:0006355, GO:0008270, RefSeq:WP_000285610.1, SO:0001217, UniParc:UPI00000DF129, UniRef:UniRef100_E2QFE9, UniRef:UniRef50_P0ACS6, UniRef:UniRef90_A0A0F6RGU3
contig_1	cds	2171202	2171570	-	LNNEOK_10810	yhdN	Uncharacterized protein YhdN	RefSeq:WP_000266504.1, SO:0001217, UniParc:UPI00000DF12A, UniRef:UniRef100_E2QFF0, UniRef:UniRef50_P36677, UniRef:UniRef90_P36677
contig_1	cds	2171677	2172060	-	LNNEOK_10815	rpsD	30S ribosomal protein S4	GO:0003735, GO:0005840, GO:0006412, GO:0015935, GO:0019843, GO:1990904, RefSeq:WP_001216368.1, SO:0001217, UniParc:UPI000003EB6B, UniRef:UniRef100_A7ZSI3, UniRef:UniRef50_A7ZSI3, UniRef:UniRef90_A7ZSI3
contig_1	cds	2172101	2173090	-	LNNEOK_10820	rpoA	DNA-directed RNA polymerase subunit alpha	COG:COG0202, COG:K, EC:2.7.7.6, GO:0000428, GO:0003677, GO:0003899, GO:0005737, GO:0006351, GO:0046983, RefSeq:WP_001162094.1, SO:0001217, UniParc:UPI000003EB6C, UniRef:UniRef100_A8AQJ0, UniRef:UniRef50_A1JS01, UniRef:UniRef90_A8AQJ0
contig_1	cds	2173116	2173736	-	LNNEOK_10825	rpsD	30S ribosomal protein S4	COG:COG0522, COG:J, GO:0003735, GO:0006412, GO:0015935, GO:0019843, RefSeq:WP_000135224.1, SO:0001217, UniParc:UPI000003EB6D, UniRef:UniRef100_A8AQJ1, UniRef:UniRef50_P59132, UniRef:UniRef90_P59132
contig_1	cds	2173770	2174159	-	LNNEOK_10830	rpsK	30S ribosomal protein S11	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_001029684.1, SO:0001217, UniParc:UPI000003EB6E, UniRef:UniRef100_A7ZSI6, UniRef:UniRef50_A6TEV0, UniRef:UniRef90_A6TEV0
contig_1	cds	2174176	2174532	-	LNNEOK_10835	rpsM	30S ribosomal protein S13	COG:COG0099, COG:J, GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, GO:1990904, KEGG:K02952, RefSeq:WP_000090775.1, SO:0001217, UniParc:UPI000003EB6F, UniRef:UniRef100_P0A7T1, UniRef:UniRef50_A6GZ76, UniRef:UniRef90_P0A7T1
contig_1	ncRNA-region	2174500	2174611	-			Alpha operon ribosome binding site	RFAM:RF00140, SO:0000139
contig_1	cds	2174679	2174795	-	LNNEOK_10840	rpmJ	50S ribosomal protein L36	GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_000868187.1, SO:0001217, UniParc:UPI000003EAC1, UniRef:UniRef100_A7MPF5, UniRef:UniRef50_A7MPF5, UniRef:UniRef90_A7MPF5
contig_1	cds	2174827	2176158	-	LNNEOK_10845	secY	preprotein translocase subunit SecY	COG:COG0201, COG:U, GO:0005048, GO:0005886, GO:0006616, GO:0006886, GO:0008320, GO:0015450, GO:0016020, GO:0031522, GO:0032978, GO:0043952, GO:0065002, RefSeq:WP_001118861.1, SO:0001217, UniParc:UPI000003EAC2, UniRef:UniRef100_P0AGA4, UniRef:UniRef50_P43804, UniRef:UniRef90_P0AGA4
contig_1	cds	2176166	2176600	-	LNNEOK_10850	rplO	50S ribosomal protein L15	COG:COG0200, COG:J, GO:0000315, GO:0003735, GO:0006412, GO:0015934, GO:0019843, GO:0022625, RefSeq:WP_001238917.1, SO:0001217, UniParc:UPI000005A7FC, UniRef:UniRef100_A8AQJ5, UniRef:UniRef50_A1JS08, UniRef:UniRef90_C6DG55
contig_1	cds	2176604	2176783	-	LNNEOK_10855	rpmD	50S ribosomal protein L30	COG:COG1841, COG:J, GO:0000315, GO:0003735, GO:0006412, GO:0015934, GO:0022625, RefSeq:WP_001140433.1, SO:0001217, UniParc:UPI000003EAC4, UniRef:UniRef100_A7ZSJ1, UniRef:UniRef50_P44366, UniRef:UniRef90_B2VK78
contig_1	cds	2176787	2177290	-	LNNEOK_10860	rpsE	30S ribosomal protein S5	COG:COG0098, COG:J, GO:0000312, GO:0003735, GO:0006412, GO:0015935, GO:0019843, GO:0022627, RefSeq:WP_000940121.1, SO:0001217, UniParc:UPI000003EAC5, UniRef:UniRef100_A8AQJ8, UniRef:UniRef50_P46183, UniRef:UniRef90_Q9CL47
contig_1	cds	2177305	2177658	-	LNNEOK_10865	rplR	50S ribosomal protein L18	COG:COG0256, COG:J, GO:0000315, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_000358960.1, SO:0001217, UniParc:UPI000003EAC6, UniRef:UniRef100_A8AQJ9, UniRef:UniRef50_Q9CL46, UniRef:UniRef90_A1JS13
contig_1	cds	2177668	2178201	-	LNNEOK_10870	rplF	50S ribosomal protein L6	GO:0002181, GO:0003735, GO:0006412, GO:0019843, GO:0022625, RefSeq:WP_000091945.1, SO:0001217, UniParc:UPI000003EAC7, UniRef:UniRef100_A7ZSJ4, UniRef:UniRef50_B7LRS1, UniRef:UniRef90_B7LRS1
contig_1	cds	2178214	2178606	-	LNNEOK_10875		Small ribosomal subunit protein uS8	RefSeq:WP_000062611.1, SO:0001217, UniParc:UPI000003EAC8, UniRef:UniRef100_A8AQK2, UniRef:UniRef90_Q6CZY4
contig_1	cds	2178640	2178945	-	LNNEOK_10880	rpsN	30S ribosomal protein S14	COG:COG0199, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_001118930.1, SO:0001217, UniParc:UPI000003EAC9, UniRef:UniRef100_A7ZSJ6, UniRef:UniRef50_Q9CL43, UniRef:UniRef90_Q9CL43
contig_1	cds	2178960	2179499	-	LNNEOK_10885	rplE	50S ribosomal protein L5	GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, KEGG:K02931, RefSeq:WP_001096200.1, SO:0001217, UniParc:UPI000003EACA, UniRef:UniRef100_A7ZSJ7, UniRef:UniRef50_A7ZSJ7, UniRef:UniRef90_A7ZSJ7
contig_1	cds	2179514	2179828	-	LNNEOK_10890	rplX	50S ribosomal protein L24	COG:COG0198, COG:J, GO:0000315, GO:0003735, GO:0005829, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_000729186.1, SO:0001217, UniParc:UPI00000DF12F, UniRef:UniRef100_B7UK33, UniRef:UniRef50_Q83PY8, UniRef:UniRef90_Q83PY8
contig_1	cds	2179839	2180210	-	LNNEOK_10895	rplN	50S ribosomal protein L14	COG:COG0093, COG:J, GO:0000315, GO:0003735, GO:0006412, GO:0022625, GO:0070180, RefSeq:WP_000613955.1, SO:0001217, UniParc:UPI000003EACC, UniRef:UniRef100_A7ZSJ9, UniRef:UniRef50_A1USM4, UniRef:UniRef90_A1JS23
contig_1	cds	2180375	2180629	-	LNNEOK_10900	rpsQ	30S ribosomal protein S17	COG:COG0186, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_000130100.1, SO:0001217, UniParc:UPI000003EADE, UniRef:UniRef100_A7MPH2, UniRef:UniRef50_Q5E8A6, UniRef:UniRef90_A7MPH2
contig_1	cds	2180629	2180820	-	LNNEOK_10905	rpmC	50S ribosomal protein L29	COG:COG0255, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_000644741.1, SO:0001217, UniParc:UPI000003EADF, UniRef:UniRef100_A7ZSK1, UniRef:UniRef50_Q6CZX8, UniRef:UniRef90_Q83PY7
contig_1	cds	2180820	2181230	-	LNNEOK_10910	rplP	50S ribosomal protein L16	COG:COG0197, COG:J, GO:0000049, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_000941212.1, SO:0001217, UniParc:UPI000003EAE0, UniRef:UniRef100_A8AQK9, UniRef:UniRef50_C5BQ68, UniRef:UniRef90_Q9CL38
contig_1	cds	2181243	2181944	-	LNNEOK_10915	rpsC	30S ribosomal protein S3	GO:0000312, GO:0003729, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, GO:1990904, KEGG:K02982, RefSeq:WP_000529945.1, SO:0001217, UniParc:UPI000003EAE1, UniRef:UniRef100_A8AQL0, UniRef:UniRef50_A8AQL0, UniRef:UniRef90_A8AQL0
