protein_id	protein_name	count
LNNEOK_20835	omptin family outer membrane protease OmpT	1
LNNEOK_20825	Prophage integrase	1
LNNEOK_20815	Bifunctional protein FolD	1
LNNEOK_20810	ribosome-associated protein YbcJ	1
LNNEOK_20805	Inner membrane protein YbcI	1
LNNEOK_20800	cysteine--tRNA ligase	1
LNNEOK_20795	peptidylprolyl isomerase B	1
LNNEOK_20845	bacteriophage adsorption protein NfrA	1
LNNEOK_21000	Enterobactin biosynthesis protein YbdZ	1
LNNEOK_20995	enterobactin/ferric enterobactin esterase	1
LNNEOK_20990	ferrienterobactin outer membrane transporter	1
LNNEOK_20980	Transketolase	1
LNNEOK_20975	Transketolase	1
LNNEOK_20970	DNA-binding transcriptional regulator LsrR, DeoR family	1
LNNEOK_20965	Glycerol kinase 2 (ATP:glycerol 3-phosphotransferase 2) (Glycerokinase 2) (GK 2)	1
LNNEOK_20960	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	1
LNNEOK_20890	mechanosensitive ion channel YbdG	1
LNNEOK_20950	ATP-binding cassette domain-containing protein	1
LNNEOK_20945	Ribose ABC transporter permease RbsC	1
LNNEOK_20940	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1
LNNEOK_20935	SDR family oxidoreductase	1
LNNEOK_20910	YbdK family carboxylate-amine ligase	1
LNNEOK_20905	Uncharacterized protein YbdJ	1
LNNEOK_20900	MmcQ/YjbR family DNA-binding protein	1
LNNEOK_20895	oxygen-insensitive NAD(P)H nitroreductase NfsB	1
LNNEOK_20955	Lipoprotein	1
LNNEOK_20675	HTH-type transcriptional activator AllS	1
LNNEOK_20670	tRNA 2-selenouridine(34) synthase MnmH	1
LNNEOK_20660	putative ABC transporter permease subunit YbbP	1
LNNEOK_20655	putative ABC transporter ATP-binding protein YbbA	1
LNNEOK_20650	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	1
LNNEOK_20645	NADP(+)-dependent aldehyde reductase	1
LNNEOK_20640	chaperedoxin	1
LNNEOK_20635	iron export ABC transporter permease subunit FetB	1
LNNEOK_20790	UDP-2,3-diacylglucosamine diphosphatase	1
LNNEOK_20625	Protein QmcA	1
LNNEOK_20620	Inner membrane protein YbbJ	1
LNNEOK_20615	Helix-turn-helix domain-containing protein	1
LNNEOK_20610	Adhesin	1
LNNEOK_20605	Lipoprotein	1
LNNEOK_20600	Methyl-accepting chemotaxis protein	1
LNNEOK_20595	Cu(I)-responsive transcriptional regulator	1
LNNEOK_20590	Inner membrane transport protein YbaT	1
LNNEOK_20630	iron ABC transporter ATP-binding protein FetA	1
LNNEOK_20785	Inner membrane protein	1
LNNEOK_20780	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	1
LNNEOK_20775	5-(carboxyamino)imidazole ribonucleotide synthase	1
LNNEOK_20760	carbamate kinase	1
LNNEOK_20755	Uncharacterized protein YlbF	1
LNNEOK_20750	Uncharacterized protein YlbE	1
LNNEOK_20745	Protein FdrA	1
LNNEOK_20740	ureidoglycolate dehydrogenase	1
LNNEOK_20680	ureidoglycolate lyase	1
LNNEOK_20730	(S)-ureidoglycine aminohydrolase	1
LNNEOK_20720	glycerate 3-kinase	1
LNNEOK_20715	uracil/xanthine transporter	1
LNNEOK_20710	allantoinase	1
LNNEOK_20705	putative allantoin permease	1
LNNEOK_20700	2-hydroxy-3-oxopropionate reductase	1
LNNEOK_20695	hydroxypyruvate isomerase	1
LNNEOK_20690	glyoxylate carboligase	1
LNNEOK_20685	HTH-type transcriptional repressor AllR	1
LNNEOK_20735	allantoate deiminase	1
LNNEOK_21275	LPS assembly lipoprotein LptE	1
LNNEOK_21270	DNA polymerase III subunit delta	1
LNNEOK_21265	nicotinate-nucleotide adenylyltransferase	1
LNNEOK_21260	adenosylcobalamin/alpha-ribazole phosphatase	1
LNNEOK_21255	ribosome silencing factor	1
LNNEOK_21250	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	1
LNNEOK_21245	peptidoglycan DD-transpeptidase MrdA	1
LNNEOK_21240	peptidoglycan glycosyltransferase MrdB	1
LNNEOK_21005	enterobactin synthase multienzyme complex component, ATP-dependent	1
LNNEOK_21230	D-alanyl-D-alanine carboxypeptidase DacA	1
LNNEOK_21225	DUF493 domain-containing protein	1
LNNEOK_21220	lipoyl(octanoyl) transferase LipB	1
LNNEOK_21215	Transcriptional regulator	1
LNNEOK_21210	lipoyl synthase	1
LNNEOK_21205	deaminated glutathione amidase	1
LNNEOK_21200	deaminated glutathione amidase	1
LNNEOK_21195	fluoride efflux transporter CrcB	1
LNNEOK_21235	endolytic peptidoglycan transglycosylase RlpA	1
LNNEOK_21405	N-acetylglucosamine-6-phosphate deacetylase	1
LNNEOK_21400	DNA-binding transcriptional regulator NagC	1
LNNEOK_21395	ribonucleotide monophosphatase NagD	1
LNNEOK_21390	asparagine synthase B	1
LNNEOK_21350	3-demethoxyubiquinol 3-hydroxylase	1
LNNEOK_21345	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	1
LNNEOK_21340	PhoH-like protein	1
LNNEOK_21335	rRNA maturation RNase YbeY	1
LNNEOK_21280	leucine--tRNA ligase	1
LNNEOK_21325	apolipoprotein N-acyltransferase	1
LNNEOK_21320	Peptidase, S54 (Rhomboid) family	1
LNNEOK_21315	glutamate/aspartate ABC transporter substrate-binding protein GltI	1
LNNEOK_21305	glutamate/aspartate ABC transporter permease GltJ	1
LNNEOK_21300	glutamate/aspartate ABC transporter permease GltK	1
LNNEOK_21295	glutamate/aspartate ABC transporter ATP-binding protein GltL	1
LNNEOK_21290	pyrimidine-specific ribonucleoside hydrolase RihA	1
LNNEOK_21285	zinc ribbon-containing protein	1
LNNEOK_21330	CNNM family magnesium/cobalt transport protein CorC	1
LNNEOK_21090	Uncharacterized protein YbdN	1
LNNEOK_21085	ParB/Sulfiredoxin domain-containing protein	1
LNNEOK_21080	methionine-oxo-acid transaminase	1
LNNEOK_21075	hydroxycarboxylate dehydrogenase HcxA	1
LNNEOK_21070	Uncharacterized protein YbdD	1
LNNEOK_21065	pyruvate/proton symporter CstA	1
LNNEOK_21060	proofreading thioesterase EntH	1
LNNEOK_21055	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA	1
LNNEOK_21190	transcription antiterminator/RNA stability regulator CspE	1
LNNEOK_21045	(2,3-dihydroxybenzoyl)adenylate synthase EntE	1
LNNEOK_21040	isochorismate synthase 1	1
LNNEOK_21035	ferrienterobactin ABC transporter periplasmic binding protein	1
LNNEOK_21030	enterobactin exporter, iron-regulated	1
LNNEOK_21025	ferrienterobactin ABC transporter permease	1
LNNEOK_21020	iron-enterobactin ABC transporter permease	1
LNNEOK_21015	ferrienterobactin ABC transporter ATPase	1
LNNEOK_21010	LPS O-antigen length regulator	1
LNNEOK_21050	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	1
LNNEOK_21185	lipid IV(A) palmitoyltransferase PagP	1
LNNEOK_21180	anaerobic C4-dicarboxylate transporter DcuC	1
LNNEOK_21175	two-component response regulator DpiA	1
LNNEOK_21170	sensor histidine kinase DpiB	1
LNNEOK_21165	[citrate (pro-3S)-lyase] ligase	1
LNNEOK_21160	citrate lyase acyl carrier protein 1	1
LNNEOK_21155	citrate (pro-3S)-lyase subunit beta	1
LNNEOK_21150	citrate lyase subunit alpha	1
LNNEOK_21095	Hypothetical transcriptional regulator ybdO	1
LNNEOK_21140	triphosphoribosyl-dephospho-CoA synthase CitG	1
LNNEOK_21135	citrate/succinate antiporter CitT	1
LNNEOK_21130	ribonuclease I	1
LNNEOK_21125	nucleoside diphosphate kinase regulator	1
LNNEOK_21120	small membrane protein YldA	1
LNNEOK_21115	universal stress protein UspG	1
LNNEOK_21110	Alkyl hydroperoxide reductase subunit F	1
LNNEOK_21105	alkyl hydroperoxide reductase subunit C	1
LNNEOK_21100	thiol:disulfide interchange protein DsbG	1
LNNEOK_21145	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	1
LNNEOK_04230	colanic acid biosynthesis acetyltransferase WcaF	1
LNNEOK_04225	GDP-mannose 4,6-dehydratase	1
LNNEOK_04220	GDP-L-fucose synthase	1
LNNEOK_04215	GDP-mannose mannosyl hydrolase	1
LNNEOK_04210	colanic acid biosynthesis fucosyltransferase WcaI	1
LNNEOK_04205	mannose-1-phosphate guanylyltransferase ManC	1
LNNEOK_04195	undecaprenyl-phosphate glucose phosphotransferase	1
LNNEOK_04190	colanic acid undecaprenyl disphosphate flippase WzxC	1
LNNEOK_12540	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	1
LNNEOK_04160	colanic acid biosynthesis glycosyltransferase WcaL	1
LNNEOK_04155	colanic acid biosynthesis protein WcaM	1
LNNEOK_04150	UTP--glucose-1-phosphate uridylyltransferase GalF	1
LNNEOK_04145	dTDP-glucose 4,6-dehydratase	1
LNNEOK_04140	dTDP-4-dehydrorhamnose reductase	1
LNNEOK_04135	glucose-1-phosphate thymidylyltransferase RfbA	1
LNNEOK_04130	dTDP-4-dehydrorhamnose 3,5-epimerase	1
LNNEOK_04125	Glycosyltransferase	1
LNNEOK_04165	colanic acid biosynthesis pyruvyl transferase WcaK	1
LNNEOK_04320	Uncharacterized protein YegL	1
LNNEOK_04315	Serine/threonine-protein phosphatase 3	1
LNNEOK_04310	protein kinase YegI	1
LNNEOK_04305	molecular chaperone	1
LNNEOK_04300	DNA-3-methyladenine glycosylase 2	1
LNNEOK_04295	diguanylate cyclase	1
LNNEOK_04290	uridine kinase	1
LNNEOK_04285	dCTP deaminase	1
LNNEOK_04235	colanic acid biosynthesis glycosyltransferase WcaE	1
LNNEOK_04275	UPF0053 protein YegH	1
LNNEOK_04270	polysaccharide export protein Wza	1
LNNEOK_04265	low molecular weight protein-tyrosine-phosphatase Wzb	1
LNNEOK_04260	tyrosine-protein kinase Wzc	1
LNNEOK_04255	colanic acid biosynthesis glycosyltransferase WcaA	1
LNNEOK_04250	colanic acid biosynthesis acetyltransferase WcaB	1
LNNEOK_04245	colanic acid biosynthesis glycosyltransferase WcaC	1
LNNEOK_04240	colanic acid polymerase WcaD	1
LNNEOK_04280	outer membrane assembly protein AsmA	1
LNNEOK_04015	Uncharacterized HTH-type transcriptional regulator YeeY	1
LNNEOK_04005	Uncharacterized protein YoeI	1
LNNEOK_04000	putrescine/proton symporter PlaP	1
LNNEOK_03995	exodeoxyribonuclease I	1
LNNEOK_03990	serine-type D-Ala-D-Ala carboxypeptidase DacD	1
LNNEOK_03985	DNA gyrase inhibitor	1
LNNEOK_03980	Inner membrane protein YeeA	1
LNNEOK_03975	Protein YoeJ	1
LNNEOK_04120	O75 family O-antigen polymerase	1
LNNEOK_03965	EutP/PduV family microcompartment system protein	1
LNNEOK_03960	propanediol utilization microcompartment protein PduU	1
LNNEOK_03955	propanediol utilization microcompartment protein PduT	1
LNNEOK_03950	4Fe-4S ferredoxin-type domain-containing protein	1
LNNEOK_03945	Alcohol dehydrogenase iron-type/glycerol dehydrogenase GldA domain-containing protein	1
LNNEOK_03940	CoA-acylating propionaldehyde dehydrogenase PduP	1
LNNEOK_03935	two-domain cob(I)yrinic acid a,c-diamide adenosyltransferase PduO	1
LNNEOK_03930	propanediol utilization microcompartment protein PduN	1
LNNEOK_03970	DUF496 domain-containing protein	1
LNNEOK_04115	Glycoside hydrolase family protein	1
LNNEOK_04110	Glycosyl transferase family protein	1
LNNEOK_04105	mannose-1-phosphate guanylyltransferase ManC	1
LNNEOK_04095	O75 family O-antigen flippase	1
LNNEOK_04090	NADP-dependent phosphogluconate dehydrogenase	1
LNNEOK_04085	UDP-glucose 6-dehydrogenase	1
LNNEOK_04080	LPS O-antigen chain length determinant protein WzzB	1
LNNEOK_04075	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	1
LNNEOK_04020	Protein YeeZ	1
LNNEOK_04065	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	1
LNNEOK_04060	imidazole glycerol phosphate synthase subunit HisH	1
LNNEOK_04055	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	1
LNNEOK_04050	histidinol-phosphate transaminase	1
LNNEOK_04045	Histidinol dehydrogenase	1
LNNEOK_04040	ATP phosphoribosyltransferase	1
LNNEOK_04035	his operon leader peptide	1
LNNEOK_04030	YoeB-YefM toxin-antitoxin system antitoxin YefM	1
LNNEOK_04025	type II toxin-antitoxin system mRNA interferase toxin YoeB	1
LNNEOK_04070	Imidazole glycerol phosphate synthase subunit HisF	1
LNNEOK_04615	glycine betaine ABC transporter substrate-binding protein OsmF	1
LNNEOK_04610	glycine betaine ABC transporter permease YehY	1
LNNEOK_04605	glycine betaine ABC transporter ATP binding protein YehX	1
LNNEOK_04600	glycine betaine ABC transporter permease YehW	1
LNNEOK_04595	protein YohO	1
LNNEOK_04590	HTH-type transcriptional regulator MlrA	1
LNNEOK_04585	two-component regulatory system sensor histidine kinase BtsS	1
LNNEOK_04580	two-component system response regulator BtsR	1
LNNEOK_04330	Type I toxin-antitoxin system Ibs family toxin	1
LNNEOK_04570	Uncharacterized lipoprotein YehR	1
LNNEOK_04565	Protein YehQ	1
LNNEOK_04560	Uncharacterized protein YehP	1
LNNEOK_04555	YehM protein	1
LNNEOK_04550	Uncharacterized protein YehL	1
LNNEOK_04540	Small toxic protein ZorO	1
LNNEOK_04535	Protein	1
LNNEOK_04530	Uncharacterized protein YehI	1
LNNEOK_04575	Uncharacterized protein YehS	1
LNNEOK_04710	galactose/methyl galactoside ABC transporter ATP-binding protein MglA	1
LNNEOK_04705	galactose/methyl galactoside ABC transporter permease MglC	1
LNNEOK_04695	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	1
LNNEOK_04690	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT	1
LNNEOK_04685	Uncharacterized protein YeiS	1
LNNEOK_04680	outer membrane permeability protein SanA	1
LNNEOK_04675	cytidine deaminase	1
LNNEOK_04670	CidB/LrgB family autolysis modulator	1
LNNEOK_04620	beta-glucosidase BglX	1
LNNEOK_04660	tRNA dihydrouridine(16) synthase DusC	1
LNNEOK_04655	small membrane protein YohP	1
LNNEOK_04650	multidrug resistance outer membrane protein MdtQ	1
LNNEOK_04645	SDR family oxidoreductase	1
LNNEOK_04640	Inner membrane protein YohD	1
LNNEOK_04635	Inner membrane protein YohC	1
LNNEOK_04630	D-alanyl-D-alanine endopeptidase	1
LNNEOK_04625	D-lactate dehydrogenase	1
LNNEOK_04665	UPF0299 membrane protein YohJ	1
LNNEOK_04425	tagatose-bisphosphate aldolase subunit GatZ	1
LNNEOK_04420	PTS galactitol transporter subunit IIA	1
LNNEOK_04415	PTS galactitol transporter subunit IIB	1
LNNEOK_04410	PTS galactitol transporter subunit IIB	1
LNNEOK_04405	galactitol-1-phosphate 5-dehydrogenase	1
LNNEOK_04400	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	1
LNNEOK_04395	lipid kinase YegS	1
LNNEOK_04390	Lipoprotein	1
LNNEOK_04525	putative regulator	1
LNNEOK_04375	UPF0339 protein YegP	1
LNNEOK_04370	two-component system response regulator BaeR	1
LNNEOK_04365	two-component system sensor histidine kinase BaeS	1
LNNEOK_04360	putative arabinose efflux permease AraJ, MFS family	1
LNNEOK_04355	multidrug efflux RND transporter permease subunit MdtC	1
LNNEOK_04350	multidrug efflux RND transporter permease subunit MdtB	1
LNNEOK_04345	multidrug efflux RND transporter subunit MdtA	1
LNNEOK_04340	Type I toxin-antitoxin system Ibs family toxin	1
LNNEOK_04380	tRNA 5-hydroxyuridine modification protein YegQ	1
LNNEOK_04520	methionine--tRNA ligase	1
LNNEOK_04515	iron-sulfur cluster carrier protein ApbC	1
LNNEOK_04510	Fimbrial-like adhesin protein	1
LNNEOK_04505	Uncharacterized fimbrial-like protein YehD	1
LNNEOK_04500	putative fimbrial chaperone YehC	1
LNNEOK_04495	Outer membrane usher protein YehB	1
LNNEOK_04490	putative fimbrial-like adhesin protein	1
LNNEOK_04485	Ni(II)/Co(II) efflux transporter accessory subunit RcnB	1
LNNEOK_04430	tagatose-bisphosphate aldolase subunit GatY	1
LNNEOK_04475	Ni(II)/Co(II)-binding transcriptional repressor RcnR	1
LNNEOK_04470	hydroxyethylthiazole kinase	1
LNNEOK_04465	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	1
LNNEOK_04460	Uncharacterized protein YegX	1
LNNEOK_04455	Uncharacterized HTH-type transcriptional regulator YegW	1
LNNEOK_04450	Uncharacterized sugar kinase YegV	1
LNNEOK_04445	ADP-ribosylglycohydrolase family protein	1
LNNEOK_04440	Putative nucleoside transporter YegT	1
LNNEOK_04435	class I fructose-bisphosphate aldolase	1
LNNEOK_04480	nickel/cobalt efflux protein RcnA	1
LNNEOK_03425	protein-methionine-sulfoxide reductase catalytic subunit MsrP	1
LNNEOK_03420	hydroxyisourate hydrolase	1
LNNEOK_03415	response regulator transcription factor HprR	1
LNNEOK_03410	two-component system sensor histidine kinase HprS	1
LNNEOK_03405	glyoxalase III HchA	1
LNNEOK_03400	Porin	1
LNNEOK_03395	Phage protein	1
LNNEOK_03385	phosphohydrolase	1
LNNEOK_03925	microcompartment protein PduM	1
LNNEOK_03375	VSPR family DNA mismatch endonuclease	1
LNNEOK_03370	drug/metabolite exporter YedA	1
LNNEOK_03365	Inner membrane protein YedI	1
LNNEOK_03360	DUF2158 domain-containing protein	1
LNNEOK_03355	cellulose biosynthesis regulator diguanylate cyclase DgcQ	1
LNNEOK_03350	mannosyl-3-phosphoglycerate phosphatase-related protein	1
LNNEOK_03340	YodD family peroxide/acid resistance protein	1
LNNEOK_03335	protein DsrB	1
LNNEOK_03380	DNA-cytosine methyltransferase	1
LNNEOK_03525	hypothetical protein	1
LNNEOK_03520	Phage protein	1
LNNEOK_03505	hypothetical protein	1
LNNEOK_03500	Lipoprotein	1
LNNEOK_03495	Transmembrane protein	1
LNNEOK_03490	Lysogenic conversion protein	1
LNNEOK_03485	MobQ family relaxase	1
LNNEOK_03480	hypothetical protein	1
LNNEOK_03430	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	1
LNNEOK_03470	hypothetical protein	1
LNNEOK_03465	hypothetical protein	1
LNNEOK_03460	Conjugal transfer protein TraD	1
LNNEOK_03455	Type 4 secretion system PilS N-terminal domain-containing protein	1
LNNEOK_03450	Bacterial shufflon protein N-terminal domain-containing protein	1
LNNEOK_03445	VOC family protein	1
LNNEOK_03440	Integrase	1
LNNEOK_03435	metal-binding protein ZinT	1
LNNEOK_03475	hypothetical protein	1
LNNEOK_03225	selenium metabolism membrane protein YedE/FdhT	1
LNNEOK_03220	lipoprotein YedD	1
LNNEOK_03215	alpha-amylase	1
LNNEOK_03210	flagella biosynthesis regulatory protein FliT	1
LNNEOK_03205	flagellar export chaperone FliS	1
LNNEOK_03200	flagellar filament capping protein FliD	1
LNNEOK_03195	Flagellin	1
LNNEOK_03190	DNA-directed RNA polymerase specialized sigma subunit	1
LNNEOK_03330	transcriptional regulator RcsA	1
LNNEOK_03180	flagella biosynthesis regulatory protein FliZ	1
LNNEOK_03175	cystine ABC transporter substrate-binding protein	1
LNNEOK_03170	D-cysteine desulfhydrase	1
LNNEOK_03165	cystine ABC transporter permease	1
LNNEOK_03160	L-cystine ABC transporter ATP-binding protein TcyN	1
LNNEOK_03155	transcriptional regulator SdiA	1
LNNEOK_03150	DUF2594 domain-containing protein	1
LNNEOK_03145	UvrY/SirA/GacA family response regulator transcription factor	1
LNNEOK_03185	DNA-directed RNA polymerase specialized sigma subunit	1
LNNEOK_03325	flagellar biosynthetic protein FliR	1
LNNEOK_03320	flagellar biosynthesis protein FliQ	1
LNNEOK_03315	flagellar type III secretion system pore protein FliP	1
LNNEOK_03310	flagellar biosynthetic protein FliO	1
LNNEOK_03305	Flagellar motor switch protein FliN	1
LNNEOK_03300	flagellar motor switch protein FliM	1
LNNEOK_03295	flagellar basal body-associated protein FliL	1
LNNEOK_03290	Flagellar hook-length control protein	1
LNNEOK_03230	sulfurtransferase-like selenium metabolism protein YedF	1
LNNEOK_03280	flagellar protein export ATPase FliI	1
LNNEOK_03275	flagellar assembly protein FliH	1
LNNEOK_03270	flagellar motor switch protein FliG	1
LNNEOK_03265	flagellar basal-body MS-ring/collar protein FliF	1
LNNEOK_03260	flagellar hook-basal body complex protein FliE	1
LNNEOK_03255	multidrug efflux SMR transporter EmrE	1
LNNEOK_03250	Raf kinase inhibitor-like protein YbcL	1
LNNEOK_03245	Uncharacterized HTH-type transcriptional regulator YbcM	1
LNNEOK_03235	Abasic site processing protein YedK	1
LNNEOK_03285	flagellar export protein FliJ	1
LNNEOK_03825	PTS galactitol transporter subunit IIB	1
LNNEOK_03820	Phosphotransferase system, galactitol-specific IIC component	1
LNNEOK_03815	RpiB/LacA/LacB family sugar-phosphate isomerase	1
LNNEOK_03810	DeoR family transcriptional regulator	1
LNNEOK_03805	PTS galactitol transporter subunit IIA	1
LNNEOK_03800	PTS galactitol transporter subunit IIB	1
LNNEOK_03795	PTS system, galactitol-specific IIC component	1
LNNEOK_03790	ribulose-phosphate 3-epimerase	1
LNNEOK_03530	hypothetical protein	1
LNNEOK_03780	SIS domain-containing protein	1
LNNEOK_03770	nitrogen assimilation transcriptional regulator NAC	1
LNNEOK_03765	HTH-type transcriptional regulator Cbl	1
LNNEOK_03755	toxic metabolite efflux MATE transporter YeeO	1
LNNEOK_03745	putative transcriptional regulatory protein YeeN	1
LNNEOK_03740	AMP nucleosidase	1
LNNEOK_03735	shikimate transporter	1
LNNEOK_03730	ADP-heptose:LPS heptosyltransferase	1
LNNEOK_03785	3-oxoacyl-ACP reductase	1
LNNEOK_03920	Phosphate propanoyltransferase	1
LNNEOK_03915	BMC domain-containing protein	1
LNNEOK_03910	propanediol utilization microcompartment protein PduJ	1
LNNEOK_03905	DD-reactivating factor swiveling domain-containing protein	1
LNNEOK_03900	propanediol dehydratase small subunit PduE	1
LNNEOK_03895	Propanediol dehydratase medium subunit PduD	1
LNNEOK_03890	propanediol dehydratase large subunit PduC	1
LNNEOK_03885	propanediol utilization microcompartment protein PduB	1
LNNEOK_03830	PTS galactitol transporter subunit IIA	1
LNNEOK_03875	propanediol diffusion facilitator PduF	1
LNNEOK_03865	regulatory protein PocR	1
LNNEOK_03860	Cobalamin biosynthesis protein	1
LNNEOK_03855	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	1
LNNEOK_03850	adenosylcobinamide-GDP ribazoletransferase	1
LNNEOK_03845	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	1
LNNEOK_03840	L,D-transpeptidase	1
LNNEOK_03835	Sugar-binding domain-containing protein	1
LNNEOK_03880	propanediol utilization microcompartment protein PduA	1
LNNEOK_03615	Cytoplasmic protein	1
LNNEOK_03610	Putative DNA-binding protein	1
LNNEOK_03605	Cytoplasmic protein	1
LNNEOK_03600	hypothetical protein	1
LNNEOK_03595	DNA-binding protein H-NS	1
LNNEOK_03590	DUF4756 domain-containing protein	1
LNNEOK_03585	Plasmid replication protein RepL domain-containing protein	1
LNNEOK_03580	Molecular chaperone	1
LNNEOK_03725	Invasin	1
LNNEOK_03570	hypothetical protein	1
LNNEOK_03565	Restriction endonuclease type IV Mrr domain-containing protein	1
LNNEOK_03560	Protein TraL	1
LNNEOK_03555	DotA/TraY family protein	1
LNNEOK_03550	MotA/TolQ/ExbB proton channel domain-containing protein	1
LNNEOK_03545	hypothetical protein	1
LNNEOK_03540	Conjugal transfer protein	1
LNNEOK_03535	hypothetical protein	1
LNNEOK_03575	LysR family transcriptional regulator	1
LNNEOK_03720	Bacterial group 1 Ig-like protein	1
LNNEOK_03715	Inverse autotransporter beta-domain domain-containing protein	1
LNNEOK_03710	yersiniabactin receptor FyuA	1
LNNEOK_03705	yersiniabactin biosynthesis salycil-AMP ligase YbtE	1
LNNEOK_03700	yersiniabactin biosynthesis thioesterase YbtT	1
LNNEOK_03695	yersiniabactin biosynthetic protein YbtU	1
LNNEOK_03690	yersiniabactin biosynthetic protein Irp1	1
LNNEOK_03685	Irp2	1
LNNEOK_03620	Phage protein	1
LNNEOK_03675	yersiniabactin transcriptional regulator YbtA	1
LNNEOK_03670	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	1
LNNEOK_03665	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	1
LNNEOK_03660	putative signal transducer	1
LNNEOK_03655	salicylate synthase Irp9	1
LNNEOK_03650	Integrase/recombinase, includes phage integrase	1
LNNEOK_03640	DgsA anti-repressor MtfA	1
LNNEOK_03630	DUF4238 domain-containing protein	1
LNNEOK_03625	ECs3513 protein	1
LNNEOK_03680	Irp2	1
LNNEOK_05765	D-serine ammonia-lyase	1
LNNEOK_05760	D-serine transporter DsdX	1
LNNEOK_05755	DNA-binding transcriptional regulator, LacI/PurR family	1
LNNEOK_05750	sucrose-6-phosphate hydrolase	1
LNNEOK_05745	aminoimidazole riboside kinase	1
LNNEOK_05740	Sucrose permease	1
LNNEOK_05730	Inner membrane protein YfdC	1
LNNEOK_05725	phospholipid-binding lipoprotein MlaA	1
LNNEOK_04715	galactose/glucose ABC transporter substrate-binding protein MglB	1
LNNEOK_05715	UPF0381 protein YfcZ	1
LNNEOK_05710	acetyl-CoA C-acyltransferase FadI	1
LNNEOK_05705	fatty acid oxidation complex subunit alpha FadJ	1
LNNEOK_05700	phosphohistidine phosphatase SixA	1
LNNEOK_05695	Fimbrial protein	1
LNNEOK_05690	Fimbrial biogenesis outer membrane usher protein	1
LNNEOK_05685	Fimbria/pilus periplasmic chaperone	1
LNNEOK_05680	Fimbrial-type adhesion domain-containing protein	1
LNNEOK_05720	long-chain fatty acid transporter FadL	1
LNNEOK_05855	Uncharacterized HTH-type transcriptional regulator YpdC	1
LNNEOK_05850	two-component system response regulator YpdB	1
LNNEOK_05845	two-component system sensor histidine kinase YpdA	1
LNNEOK_05840	alanine transaminase	1
LNNEOK_05835	membrane protein YpdK	1
LNNEOK_05830	kdo(2)-lipid IV(A) palmitoleoyltransferase	1
LNNEOK_05825	DUF2545 domain-containing protein	1
LNNEOK_05820	Lipoprotein	1
LNNEOK_05770	multidrug efflux MFS transporter permease subunit EmrY	1
LNNEOK_05810	formyl-CoA transferase	1
LNNEOK_05805	oxalyl-CoA decarboxylase	1
LNNEOK_05800	transporter YfdV	1
LNNEOK_05795	CoA:oxalate CoA-transferase	1
LNNEOK_05790	acid-sensing system histidine kinase EvgS	1
LNNEOK_05785	acid-sensing system DNA-binding response regulator EvgA	1
LNNEOK_05780	Protein EvgL	1
LNNEOK_05775	multidrug efflux MFS transporter periplasmic adaptor subunit EmrK	1
LNNEOK_05815	Protein YfdX	1
LNNEOK_05575	cell division protein DedD	1
LNNEOK_05555	colicin V production protein	1
LNNEOK_05550	amidophosphoribosyltransferase	1
LNNEOK_05545	flavin prenyltransferase UbiX	1
LNNEOK_05540	lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT	1
LNNEOK_05535	histidine ABC transporter substrate-binding protein HisJ	1
LNNEOK_05530	histidine ABC transporter permease HisQ	1
LNNEOK_05525	Histidine/lysine/arginine/ornithine transport system permease protein HisM	1
LNNEOK_05675	Fimbrial protein	1
LNNEOK_05515	recombination-promoting nuclease RpnB	1
LNNEOK_05510	Epimerase family protein YfcH	1
LNNEOK_05505	dihydroneopterin triphosphate 2'-epimerase	1
LNNEOK_05500	GSH-dependent disulfide bond oxidoreductase	1
LNNEOK_05495	glutathione transferase	1
LNNEOK_05490	phosphodiesterase	1
LNNEOK_05485	NUDIX hydrolase YfcD	1
